pair_id,Alice_basis
0,48.14099571701547
1,48.14099571701547
2,48.14099571701547
3,86.09212307823395
4,48.14099571701547
5,86.09212307823395
6,48.14099571701547
7,48.14099571701547
8,86.09212307823395
9,86.09212307823395
10,86.09212307823395
11,86.09212307823395
12,86.09212307823395
13,48.14099571701547
14,86.09212307823395
15,86.09212307823395
16,48.14099571701547
17,86.09212307823395
18,86.09212307823395
19,86.09212307823395
20,48.14099571701547
21,86.09212307823395
22,48.14099571701547
23,48.14099571701547
24,86.09212307823395
25,48.14099571701547
26,86.09212307823395
27,86.09212307823395
28,86.09212307823395
29,86.09212307823395
30,48.14099571701547
31,86.09212307823395
32,86.09212307823395
33,86.09212307823395
34,86.09212307823395
35,48.14099571701547
36,86.09212307823395
37,86.09212307823395
38,48.14099571701547
39,86.09212307823395
40,48.14099571701547
41,86.09212307823395
42,48.14099571701547
43,48.14099571701547
44,48.14099571701547
45,48.14099571701547
46,86.09212307823395
47,86.09212307823395
48,48.14099571701547
49,48.14099571701547
50,86.09212307823395
51,86.09212307823395
52,86.09212307823395
53,86.09212307823395
54,48.14099571701547
55,86.09212307823395
56,86.09212307823395
57,86.09212307823395
58,48.14099571701547
59,48.14099571701547
60,86.09212307823395
61,86.09212307823395
62,86.09212307823395
63,86.09212307823395
64,86.09212307823395
65,86.09212307823395
66,86.09212307823395
67,86.09212307823395
68,48.14099571701547
69,86.09212307823395
70,86.09212307823395
71,86.09212307823395
72,48.14099571701547
73,86.09212307823395
74,86.09212307823395
75,86.09212307823395
76,48.14099571701547
77,86.09212307823395
78,48.14099571701547
79,48.14099571701547
80,86.09212307823395
81,86.09212307823395
82,48.14099571701547
83,48.14099571701547
84,86.09212307823395
85,86.09212307823395
86,48.14099571701547
87,86.09212307823395
88,86.09212307823395
89,48.14099571701547
90,48.14099571701547
91,48.14099571701547
92,48.14099571701547
93,86.09212307823395
94,48.14099571701547
95,48.14099571701547
96,86.09212307823395
97,48.14099571701547
98,86.09212307823395
99,86.09212307823395
100,86.09212307823395
101,48.14099571701547
102,86.09212307823395
103,86.09212307823395
104,48.14099571701547
105,86.09212307823395
106,48.14099571701547
107,86.09212307823395
108,86.09212307823395
109,86.09212307823395
110,48.14099571701547
111,48.14099571701547
112,48.14099571701547
113,48.14099571701547
114,48.14099571701547
115,86.09212307823395
116,48.14099571701547
117,48.14099571701547
118,48.14099571701547
119,48.14099571701547
120,48.14099571701547
121,86.09212307823395
122,48.14099571701547
123,86.09212307823395
124,86.09212307823395
125,86.09212307823395
126,86.09212307823395
127,48.14099571701547
128,86.09212307823395
129,86.09212307823395
130,48.14099571701547
131,48.14099571701547
132,86.09212307823395
133,48.14099571701547
134,48.14099571701547
135,48.14099571701547
136,48.14099571701547
137,48.14099571701547
138,86.09212307823395
139,48.14099571701547
140,48.14099571701547
141,86.09212307823395
142,48.14099571701547
143,48.14099571701547
144,48.14099571701547
145,48.14099571701547
146,86.09212307823395
147,48.14099571701547
148,86.09212307823395
149,86.09212307823395
150,48.14099571701547
151,48.14099571701547
152,86.09212307823395
153,86.09212307823395
154,86.09212307823395
155,86.09212307823395
156,48.14099571701547
157,48.14099571701547
158,48.14099571701547
159,86.09212307823395
160,86.09212307823395
161,48.14099571701547
162,86.09212307823395
163,86.09212307823395
164,48.14099571701547
165,48.14099571701547
166,48.14099571701547
167,86.09212307823395
168,86.09212307823395
169,48.14099571701547
170,48.14099571701547
171,48.14099571701547
172,48.14099571701547
173,48.14099571701547
174,86.09212307823395
175,48.14099571701547
176,86.09212307823395
177,86.09212307823395
178,86.09212307823395
179,48.14099571701547
180,48.14099571701547
181,86.09212307823395
182,48.14099571701547
183,48.14099571701547
184,48.14099571701547
185,48.14099571701547
186,48.14099571701547
187,48.14099571701547
188,86.09212307823395
189,86.09212307823395
190,86.09212307823395
191,86.09212307823395
192,48.14099571701547
193,48.14099571701547
194,48.14099571701547
195,86.09212307823395
196,48.14099571701547
197,86.09212307823395
198,86.09212307823395
199,48.14099571701547
200,86.09212307823395
201,86.09212307823395
202,86.09212307823395
203,86.09212307823395
204,86.09212307823395
205,86.09212307823395
206,86.09212307823395
207,86.09212307823395
208,86.09212307823395
209,86.09212307823395
210,48.14099571701547
211,48.14099571701547
212,48.14099571701547
213,86.09212307823395
214,48.14099571701547
215,86.09212307823395
216,86.09212307823395
217,86.09212307823395
218,86.09212307823395
219,48.14099571701547
220,86.09212307823395
221,86.09212307823395
222,48.14099571701547
223,86.09212307823395
224,86.09212307823395
225,86.09212307823395
226,48.14099571701547
227,86.09212307823395
228,48.14099571701547
229,86.09212307823395
230,48.14099571701547
231,86.09212307823395
232,48.14099571701547
233,86.09212307823395
234,86.09212307823395
235,86.09212307823395
236,48.14099571701547
237,86.09212307823395
238,48.14099571701547
239,48.14099571701547
240,48.14099571701547
241,86.09212307823395
242,48.14099571701547
243,48.14099571701547
244,48.14099571701547
245,48.14099571701547
246,48.14099571701547
247,86.09212307823395
248,86.09212307823395
249,86.09212307823395
250,86.09212307823395
251,86.09212307823395
252,86.09212307823395
253,86.09212307823395
254,48.14099571701547
255,48.14099571701547
256,86.09212307823395
257,86.09212307823395
258,86.09212307823395
259,86.09212307823395
260,86.09212307823395
261,86.09212307823395
262,86.09212307823395
263,48.14099571701547
264,86.09212307823395
265,48.14099571701547
266,86.09212307823395
267,48.14099571701547
268,86.09212307823395
269,48.14099571701547
270,48.14099571701547
271,48.14099571701547
272,48.14099571701547
273,86.09212307823395
274,48.14099571701547
275,48.14099571701547
276,48.14099571701547
277,48.14099571701547
278,86.09212307823395
279,48.14099571701547
280,86.09212307823395
281,86.09212307823395
282,86.09212307823395
283,48.14099571701547
284,48.14099571701547
285,86.09212307823395
286,48.14099571701547
287,48.14099571701547
288,48.14099571701547
289,86.09212307823395
290,48.14099571701547
291,48.14099571701547
292,48.14099571701547
293,48.14099571701547
294,48.14099571701547
295,86.09212307823395
296,86.09212307823395
297,86.09212307823395
298,86.09212307823395
299,86.09212307823395
300,86.09212307823395
301,86.09212307823395
302,48.14099571701547
303,86.09212307823395
304,86.09212307823395
305,86.09212307823395
306,48.14099571701547
307,48.14099571701547
308,86.09212307823395
309,86.09212307823395
310,86.09212307823395
311,48.14099571701547
312,86.09212307823395
313,48.14099571701547
314,48.14099571701547
315,48.14099571701547
316,48.14099571701547
317,48.14099571701547
318,48.14099571701547
319,48.14099571701547
320,48.14099571701547
321,86.09212307823395
322,48.14099571701547
323,48.14099571701547
324,48.14099571701547
325,48.14099571701547
326,86.09212307823395
327,86.09212307823395
328,48.14099571701547
329,86.09212307823395
330,48.14099571701547
331,48.14099571701547
332,86.09212307823395
333,86.09212307823395
334,86.09212307823395
335,48.14099571701547
336,48.14099571701547
337,86.09212307823395
338,86.09212307823395
339,86.09212307823395
340,48.14099571701547
341,86.09212307823395
342,48.14099571701547
343,48.14099571701547
344,86.09212307823395
345,48.14099571701547
346,48.14099571701547
347,86.09212307823395
348,86.09212307823395
349,48.14099571701547
350,86.09212307823395
351,86.09212307823395
352,48.14099571701547
353,48.14099571701547
354,48.14099571701547
355,48.14099571701547
356,48.14099571701547
357,48.14099571701547
358,48.14099571701547
359,86.09212307823395
360,48.14099571701547
361,86.09212307823395
362,86.09212307823395
363,48.14099571701547
364,86.09212307823395
365,48.14099571701547
366,48.14099571701547
367,86.09212307823395
368,48.14099571701547
369,86.09212307823395
370,48.14099571701547
371,86.09212307823395
372,48.14099571701547
373,86.09212307823395
374,48.14099571701547
375,86.09212307823395
376,48.14099571701547
377,48.14099571701547
378,86.09212307823395
379,86.09212307823395
380,48.14099571701547
381,86.09212307823395
382,86.09212307823395
383,48.14099571701547
384,48.14099571701547
385,48.14099571701547
386,48.14099571701547
387,86.09212307823395
388,86.09212307823395
389,86.09212307823395
390,86.09212307823395
391,86.09212307823395
392,86.09212307823395
393,48.14099571701547
394,48.14099571701547
395,86.09212307823395
396,86.09212307823395
397,48.14099571701547
398,86.09212307823395
399,48.14099571701547
400,86.09212307823395
401,48.14099571701547
402,86.09212307823395
403,86.09212307823395
404,86.09212307823395
405,48.14099571701547
406,48.14099571701547
407,86.09212307823395
408,86.09212307823395
409,86.09212307823395
410,86.09212307823395
411,48.14099571701547
412,86.09212307823395
